title,label,label_score
kabut asap ganggu penerbangan ap ii penumpang,clickbait,0
rentetan sanksi tayangan spongebob squarepants indonesia,non-clickbait,1
si istri berusia 73 tahun melahirkan bayi kembar pria serangan jantung,clickbait,0
harga calya sigra bekas rp 100 juta,non-clickbait,1
rossi mengidolakan pebalap f1,non-clickbait,1
johan budi pamit istana jejak karier wartawan anggota dewan,non-clickbait,1
persipura berkandang sidoarjo putaran liga 1 2019,non-clickbait,1
pakai ikat kepala khas batak susi masyarakat turis diet plastik ,non-clickbait,1
memancing pria dapatkan ikan bermata dinosaurus,non-clickbait,1
kanye west dj khaled sepatu yeezy dirilis,non-clickbait,1
penyerahan mandat kegelisahan kpk langkah jokowi,non-clickbait,1
pengamat wagub 1 candaan pungguk merindukan,non-clickbait,1
rossi kehilangan taji kandang,non-clickbait,1
hasil liga italia ac milan posisi 6 klasemen liga italia,non-clickbait,1
81 penerbangan lion air group dibatalkan akibat kabut asap daftarnya ,clickbait,0
5 fakta dampak kabut asap karhutla udara sehat menyiksa rakyat,clickbait,0
antusiasme warga selfie makam bj habibie,non-clickbait,1
gisel kesalahan bilang partner maunya gimana,non-clickbait,1
viral kecelakaan tunggal tol jagorawi  veronica koman angkat bicara,clickbait,0
spanyol juara dunia basket marc gasol cetak rekor langka nba,non-clickbait,1
cerita keluarga korban asap pekanbaru mengungsi ogah pulang batuk pusing,non-clickbait,1
kilang aramco diserang drone harga minyak tembus 100 dollar as ,clickbait,0
as roma vs sassuolo henrikh mkhitaryan bintang laga debut,non-clickbait,1
hasil liga inggris 2 tim gagal raih kemenangan ,non-clickbait,1
diduga terpapar kabut asap bayi umur 4 sumsel meninggal,non-clickbait,1
desa bali raup pendapatan rp 50 miliar  lowongan bank indonesia,non-clickbait,1
aksi menolong animasi paw patrol memukau anak anak,non-clickbait,1
kpk   surat xanana keluarga bj habibie,clickbait,0
mobil bekas murah  kecelakaan tol jagorawi,non-clickbait,1
verona vs ac milan piatek bawa timnya menang hentikan puasa gol,non-clickbait,1
juarai motogp san marino marc marquez dicemooh fans rossi misano,non-clickbait,1
menkeu terbitkan aturan super deduction vokasi,non-clickbait,1
15 wisata malang batu cocok keluarga,clickbait,0
makan 4 alpukat kunci kulit glowing victoria beckham,non-clickbait,1
xanana gusmao ziarah makam kakak tertua bj habibie,non-clickbait,1
kronologi bunuh 2 balita kembar dianiaya suami ditetapkan tersangka,non-clickbait,1
mitha the virgin baladewa kangen ahmad dhani,non-clickbait,1
cerita guru paud lahirkan bayi kembar 3 khawatir persalinan normal,non-clickbait,1
psis bruno silva tampil lawan persebaya,non-clickbait,1
daftar makanan dicuci dimasak,clickbait,0
sarapan warung encim sukaria masakan lintas budaya tangerang,non-clickbait,1
penulis ambil formulir calon wali kota tangsel pdi,clickbait,0
dolce  gabbana label mewah tawarkan ukuran inklusif,non-clickbait,1
dpr pemerintah bahas 29 poin revisi uu kpk berpotensi melemahkan,non-clickbait,1
spongebob squarepants ditegur kpi savespongebob trending twitter,non-clickbait,1
bahaya laten batu krikil bersarang alur ban,non-clickbait,1
duduk perkara penutupan kantor gojek lampung kebijakan insentif,non-clickbait,1
keanehan trotoar kalimalang tengah jalan,non-clickbait,1
walkot hendi jajanan pasar terenak semarang genuk,non-clickbait,1
kris jenner daftar lagu teman minum wine,non-clickbait,1
7 kepala sekolah jateng terpapar radikalisme ganjar tindak,non-clickbait,1
10 wisata gratis instagramable bali,clickbait,0
jokowi salah berhitung beban periode,non-clickbait,1
perjuangan irish bella jalani kehamilan kaki bengkak pendarahan,non-clickbait,1
psg vs real madrid juara perancis takkan diperkuat neymar mbappe,non-clickbait,1
8 tips dewasa kehidupan berkencan,clickbait,0
pasarkan the newton 2 ciputra bidik pekerja milenial kuningan,non-clickbait,1
sambut ulang tahun kota bandung pemkot bersih bersih kota,non-clickbait,1
bisnis rumahan usaha katering industri,non-clickbait,1
perseru vs psm pelatih sesalkan kartu merah zulham zamrun,non-clickbait,1
independensi kewenangan kpk terancam dipangkas,clickbait,0
demokrat ajakan bentuk koalisi gemuk pdi pilkada depok,clickbait,0
dewi bunuh 2 anak kembarnya korban tertidur pulas,non-clickbait,1
bertemu koki michelin star 7 alasan menariknya jakarta culinary festival,non-clickbait,1
rfef ansu fati perkuat timnas spanyol,non-clickbait,1
harley penuh ukiran motor kustom terbaik makassar,non-clickbait,1
pola makan vegetarian bayi gizi,non-clickbait,1
mengenal lafal sigra penyumbang penjualan terbesar daihatsu,clickbait,0
estimasi harga model toyota calya daihatsu sigra,non-clickbait,1
bagikan sepeda pelajar bekasi iriana jokowi mantu ,non-clickbait,1
walhi pemerintah klaim titik api kebakaran turun,non-clickbait,1
diskon calya sigra model capai rp 7 jutaan,non-clickbait,1
motogp 2019 rossi kelemahan motornya kalah bersaing,non-clickbait,1
pimpinan serahkan mandat presiden kpk berjalan,non-clickbait,1
kronologi pelanggar lintas bakar motornya ditilang,non-clickbait,1
koalisi gemuk dinilai kalahkan calon pks pilkada depok,non-clickbait,1
terseret perseteruan nikita mirzani melaney ricardo berdamai elza syarief,non-clickbait,1
kronologi 2 wna tewas akibat speed boat terbalik devils tear lembongan,clickbait,0
kisah mistis nan romantis danau asmara permata timur flores,clickbait,0
liga champions penyebab ronaldo dimusuhi fans atletico madrid,non-clickbait,1
marvel lakukan perubahan doctor strange,non-clickbait,1
takut disita alasan pria tilang bakar motornya,clickbait,0
tahun galaxy galaxy note ,clickbait,0
arsene wenger menyesal datangkan messi arsenal,non-clickbait,1
bunuh mertuanya wahono terancam penjara seumur hidup,non-clickbait,1
riau provinsi kebakaran hutan parah tahun 2019,clickbait,0
kivlan zen menangis berbicara istrinya hadapi sidang dakwaan,non-clickbait,1
ormas pemuda pancasila reza ao daftar calon walkot tangsel,non-clickbait,1
persipura vs persija macan kemayoran turunkan trio rekrutan anyar,non-clickbait,1
ibunda aldi taher doakan kesembuhan ria irawan,non-clickbait,1
abraham samad calon pimpinan kpk cacat yuridis,non-clickbait,1
terinspirasi kopi abdul  the coffee theory rilis coffee baby,non-clickbait,1
edarkan pil hexymer mahasiswa cianjur ditangkap polisi,non-clickbait,1
kecanduan main game online pemuda alami kebutaan,clickbait,0
indonesia vs thailand antusiasme masyarakat tonton timnas menurun,non-clickbait,1
program kemitraan upaya mendikbud tingkatkan mutu pendidikan,non-clickbait,1
jaksa keberatan kivlan zen didampingi penasihat hukum tni,non-clickbait,1
harimau malaya terluka uea,non-clickbait,1
kisah eko pesanan go food mengayuh sepeda keliling bekasi,non-clickbait,1
eko takut diberhentikan viral pesanan go food pakai sepeda,clickbait,0
perokok daerah dikeluarkan penerima bantuan iuran bpjs kesehatan,non-clickbait,1
mengenang chrisye penyanyi baca not musik,non-clickbait,1
libur bts terbang negeri,non-clickbait,1
simon cowell akui kebanyakan suntik botox,non-clickbait,1
komplotan pencuri jakpus kerap incar perempuan kenakan kalung,non-clickbait,1
unjuk pembahasan ruu kuhp massa bawa spanduk kebebasan bahaya,non-clickbait,1
dybala gagal real madrid direstui zidane,non-clickbait,1
kemenhub kumpulkan 200 operator dump truck sore ,clickbait,0
harga detail ubahan calya facelift,non-clickbait,1
seri ortu pahami minat bakat si,clickbait,0
kendarai motor mabuk basri temannya tewas tabrak tembok,non-clickbait,1
aktivitas padat ge pamungkas gejala tifus,non-clickbait,1
yu hyun koo pensiun semen padang,non-clickbait,1
wali kota brasil larang penjualan komik marvel tampilkan ciuman 2 pria superhero,non-clickbait,1
bupati sumedang dorong pembangunan 4 sd terdampak proyek tol cisumdawu,non-clickbait,1
korban tewas terbakar kecelakaan tol purbaleunyi diduga berasal 3 mobil,non-clickbait,1
setia gara mengaku korban kdrt kjri chicago atensi,non-clickbait,1
peneliti lipi revisi uu kpk dibongkar habis habisan ,non-clickbait,1
airlangga bambang soesatyo bertemu pastikan bersaing munas,non-clickbait,1
digagalkan  pengiriman paket ganja 50 kg jaringan sumatera jawa,non-clickbait,1
man city tertinggal 5 poin liverpool de bruyne khawatir,non-clickbait,1
kambinghitamkan warga lokal pemerintah tunjukkan kegagalan tangani karhutla,non-clickbait,1
daihatsu sigra facelift harga,non-clickbait,1
polisi tangkap 7 ogah lakukan pungli pintu tol cengkareng,non-clickbait,1
kronologi nenek iyah dibunuh mayatnya dibakar utang rp 15 ribu,clickbait,0
penyandang disabilitas kritik fasilitas stasiun tanjung priok,non-clickbait,1
melanie subono bayangin makam keluarga terinjak foto,non-clickbait,1
calya sigra facelift meluncur diskonnya,non-clickbait,1
22 juta kendaraan jakarta tunggak pajak nilainya rp 24 triliun,non-clickbait,1
eks pimpinan kpk pendapat presiden revisi uu kpk,non-clickbait,1
pretty boys film lahir kegelisahan dunia televisi,non-clickbait,1
makanan bali penasaran turis asing ,clickbait,0
kronologi kecelakaan tunggal tol jagorawi tewaskan 3 ,clickbait,0
anggun sasmi sedih peziarah berdesakan selfie makam bj habibie,non-clickbait,1
badak lampung fc vs psm makassar juku eja targetkan kemenangan,non-clickbait,1
daihatsu terios laris manis,non-clickbait,1
3 tewas akibat suzuki apv terguling tol jagorawi penyebabnya,clickbait,0
pembelaan rossi insiden kualifikasi motogp san marino 2019,non-clickbait,1
pendiri kaskus andrew darwis dilaporkan polisi kronologi versi pelapor,clickbait,0
hailey baldwin curhat setahun pernikahannya justin bieber,non-clickbait,1
dapatkan beasiswa pendidikan rp 200 juta siswa sma jabodetabek ,clickbait,0
kejutan pendekar tashoora balkonjazz festival 2019,non-clickbait,1
kembangkan pt bj habibie hasilkan insinyur spesialis,non-clickbait,1
toyota indonesia luluskan siswa pakai,non-clickbait,1
seru kompascom gelar acara jejak pendaki semeru,clickbait,0
kecelakaan tol jagorawi penumpang terlempar kabin mobil sabuk pengaman,clickbait,0
rd suporter tira persikabo jaga sikap,non-clickbait,1
pengendara keluhkan trotoar kalimalang tengah jalan,non-clickbait,1
ban pecah diduga penyebab kecelakaan maut tol jagorawi,non-clickbait,1
jadwal motogp san marino kelanjutan marquez vs rossi ,non-clickbait,1
pujian pesohor claudia peserta the voice jerman cirebon,non-clickbait,1
trik ringan jaga kecerahaan warna cat mobil,clickbait,0
jadwal motogp gelar 22 seri balapan ,non-clickbait,1
pebalap supermoto bersaing seri ketiga,non-clickbait,1
google didenda rp 77 triliun perancis menghindari pajak,non-clickbait,1
persipura vs persela laskar joko tingkir sang top skor ,non-clickbait,1
xanana surat keluarga habibie ,non-clickbait,1
pengemudi ekskavator tewas terperosok kolam tambang timah,non-clickbait,1
fakta hr putra sulung elvy sukaesih mengamuk warung,non-clickbait,1
iron man dikabarkan hidup film black widow,non-clickbait,1
beto goncalves gol penalti pemain drop,non-clickbait,1
lolos tembakan polisi spesialis pencuri ternak ditangkap,non-clickbait,1
baut botol roti adu cepat jakarta kizuna ekiden 2019,non-clickbait,1
kpk  1 cerita pemberantasan korupsi era soekarno soeharto,clickbait,0
kpk  2 semangat reformasi era habibie mati era jokowi ,clickbait,0
ditahan imbang tira persikabo robert alberts kelemahan persib,clickbait,0
psg vs strasbourg starter neymar buktikan ,non-clickbait,1
kulonuwun salatiga 1700 mahasiswa gelar karnaval kostum saras 008 gundala,non-clickbait,1
ngaku anak ui kenal kantin balsem legendaris,clickbait,0
warung legendaris sasari ui murah kelezatan menantang orde,non-clickbait,1
modal dibutuhkan bisnis franchise ,clickbait,0
adik hr ambil pedang rumah elvy sukaesih condet,non-clickbait,1
gagal kalahkan persib rd apresiasi kinerja pemain tira persikabo,non-clickbait,1
norwich vs man city kekalahan the citizens,non-clickbait,1
daftar harga mobil motor bekas  mobil listrik vw,clickbait,0
napoli vs sampdoria dries mertens samai rekor pribadi san paolo,non-clickbait,1
jadwal liga 1 2019 persija vs psis,non-clickbait,1
inter vs udinese menang tipis nerazzurri pimpin klasemen liga italia,non-clickbait,1
real sociedad vs atletico madrid kalah atleti pimpin klasemen liga spanyol,non-clickbait,1
jadwal link live streaming liga inggris watford vs arsenal,non-clickbait,1
mengunjungi danau asmara permata keindahan ujung timur flores,non-clickbait,1
bedanya makanan bali restoran rumah bali asli,non-clickbait,1
spongebob squarepants ditegur kpi,non-clickbait,1
barcelona vs valencia gol pemain 16 tahun warnai kemenangan barca,non-clickbait,1
kisaran harga motor bebek bekas rp 4 juta,non-clickbait,1
klasemen liga inggris liverpool sempurna man city tertinggal 5 poin,non-clickbait,1
sulit biaya selesaikan kuliah  cimb tawarkan beasiswa kejar mimpi ,non-clickbait,1
insiden kualifikasi motogp san marino 2019 marquez salahkan rossi,non-clickbait,1
fakta lengkap ledakan mako brimob jateng anggota terluka warga takut pulang,clickbait,0
komentar veronica rekening  video ledakan mako brimob,non-clickbait,1
kisaran harga motor trail bekas rp 15 juta,non-clickbait,1
jadwal final vietnam open 2019 dellarizki satunya harapan,non-clickbait,1
noah yovie  his friends janjikan suguhan spesial nan meriah project,non-clickbait,1
pemilik gold wing belajar kendalikan moge,non-clickbait,1
pangdam ii sriwijaya keluhkan minimnya dukungan kepala daerah karhutla,non-clickbait,1
kementan kembangkan pertanian berbasis mekanisasi,non-clickbait,1
8 manfaat tidur siang meningkatkan memori jantung,clickbait,0
fakta veronica koman polisi temukan 6 rekening bantah tuduhan,non-clickbait,1
syuting mortal kombat pekan joe taslim sub zero,non-clickbait,1
pilihan mobil seken rp 150 jutaan fortuner,non-clickbait,1
kecelakaan jagorawi bahaya pecah ban,non-clickbait,1
motogp san marino valentino rossi tertantang,non-clickbait,1
makam habibie xanana mewakili rakyat timor leste,non-clickbait,1
hasil sidang komdis pssi klub liga 2 mendominasi daftar pelanggaran,non-clickbait,1
dian sastro anak tarki gampang mental kuat,non-clickbait,1
penjara pencuri motor batal nikah ditinggal tunangan undangan disebar,non-clickbait,1
kabut asap riau daftar penerbangan lion air ditunda dibatalkan,clickbait,0
semen padang seleksi bek brasil mauricio leal,non-clickbait,1
tewasnya zaenal bkbh unram duga kesalahan sop kepolisian,non-clickbait,1
kebijakan cukai rokok berdampak jutaan penerimaan negara,non-clickbait,1
kesaksian guru smk 6 tahun pakai mobil pikap esemka bima,non-clickbait,1
indonesia vs thailand pemain pilar gajah perang diprediksi absen,non-clickbait,1
pengamat keanehan trotoar kalimalang tengah jalan,clickbait,0
reklamasi benoa menteri bumn dibicarakan gubernur bali,non-clickbait,1
pelabuhan marunda tersandung hukum awan gelap kepastian usaha tanah air,non-clickbait,1
kiky saputri roasting fadli zon kritik politik dikemas menggelitik,non-clickbait,1
cerita komika kiky saputri siapkan materi roasting fadli zon waktu singkat,clickbait,0
kepunahan dinosaurus dipicu asteroid berkekuatan 10 miliar bom atom,non-clickbait,1
laporan dicabut pengendara motor serempet anak trotoar diproses,non-clickbait,1
korea utara diyakini kembangkan rudal berteknologi canggih,non-clickbait,1
chevrolet captiva terbaru meluncur thailand indonesia ,clickbait,0
jenguk bj habibie kepala bppt habibie semangat pulih,non-clickbait,1
membuang rf coba kubur bayinya rumah kosong cisauk,non-clickbait,1
loyal juventus douglas costa bantah rumor man united,non-clickbait,1
strategi makan budget terbatas,clickbait,0
korban penyebaran foto bugil anggota dprd temui pengurus pkb,non-clickbait,1
kebakaran hutan kalimantan ganggu jadwal kalteng putra liga 1,non-clickbait,1
anggota dprd ternate dilantik posisi ketua beralih pdi pkb,non-clickbait,1
capaian terkini timnas olahraga breaking indonesia,clickbait,0
menghukum anies tegur peleburan timah cilincing,non-clickbait,1
persija kalahkan psis riko tegaskan timnya lanjutkan kebangkitan,non-clickbait,1
basuki tanggapi anies pkl trotoar baca aturannya,non-clickbait,1
kuasa hukum jefri nichol narkoba dihasut,non-clickbait,1
misteri penyebab ribuan ikan mati mendadak ambon terungkap,clickbait,0
mayat pria paruh baya identitas ditemukan tersangkut pintu air kalimalang,non-clickbait,1
penderita ispa rw industri peleburan alumunium cilincing,non-clickbait,1
pengakuan setia gara sembunyikan kdrt lindungi suami,non-clickbait,1
